Name,Species,Class,Hlt,Atk,Int,Def,Spd,Total,R. Depth,Source,Trait Name,Item Name,Trait Description
Kirin,Exotic,Sorcery,38,18,18,18,18,110,20,Otherworld Portal,Celestial,Constellation of Kirin,Your Exotic creatures always have Mending and Leeching.
Kobold,Exotic,Nature,39,16,16,16,21,108,20,Otherworld Portal,Grovel and Beg,Kobold's Guidebook,"While this creature has less than 75% Health, it has 50% more Speed and has a 50% chance to avoid damage."
Lavalotl,Exotic,Chaos,43,17,17,17,17,111,20,Otherworld Portal,Cauterize the Wound,Lava Bubble,"This creature is healed instead of damaged by Bleeding and Burning, but at 50% effectiveness."
Legion,Exotic,Death,42,17,17,17,17,110,20,Otherworld Portal,Assimilate,Fragmented Blood,"After this creature takes damage from an attack or spell, it gains 5% stats."
Lizard Wizard,Exotic,Sorcery,37,15,25,15,15,107,20,Otherworld Portal,Lizardry,Lizard Wizard's Tome,Your creatures' Ethereal Spell Gems do not consume Charges. This trait does not stack.
Loki,Exotic,Nature,35,20,20,20,25,120,20,Otherworld Portal,Rallying Bark,Slobbery Tennis Ball,Your creatures take 5% less damage for each different minion they have. This trait does not stack.
Lunaris,Exotic,Life,35,20,25,20,20,120,20,Otherworld Portal,Lights Out,Glowing Moonstone,"At the start of this creature's turn, each enemy has a 50% chance to be afflicted with Silenced and Sleeping."
Lunatio,Exotic,Chaos,27,27,17,12,22,105,20,Otherworld Portal,Twin Souls,Lost Soul,This creature's attacks deal 75% more damage and it Attacks 1 additional time.
Magicalope,Exotic,Sorcery,37,10,25,10,25,107,20,Otherworld Portal,Unrevealed Secret,Cryptid Tarot,"After this creature dodges an attack, the enemy is afflicted with a random debuff."
Mathemagician,Exotic,Chaos,32,12,27,12,22,105,20,Otherworld Portal,Chaotic Mind,Math Textbook,"When this creature Casts a spell, the spell's potency is 100% to 200% of its normal amount."
Megalodon,Exotic,Nature,40,28,10,25,17,120,20,Otherworld Portal,Giant Bite,Mythical Tooth,"After this creature Attacks, it deals damage to all enemies equal to 1% to 100% of the damage dealt."
Melishell,Exotic,Nature,38,15,20,25,12,110,20,Otherworld Portal,Buzz Breathing,Nacreous Jelly,"At the start of your creatures' turns, they recover 10% Health for each buff they have. This trait does not stack."
Mimpling,Exotic,Chaos,30,20,25,20,25,120,20,Otherworld Portal,Surprise Treat,Rotten Dough,"After your creatures recieve a debuff, their on-buff effects activate. If you have a Dumpling or Mimic creature fighting on your side, this effect repeats 1 additional time. This trait does not stack."
Mind Reaver,Exotic,Sorcery,30,25,23,13,13,104,20,Otherworld Portal,Mind Reave,Reaver's Skull,"After an enemy Casts a spell, this creature deals damage to it equal to 35% of this creature's Intelligence."
Miracle Spider,Exotic,Sorcery,30,25,25,15,25,120,20,Otherworld Portal,Mega Spider Blast,Spider Silk Suit,"Your creatures start battles with 1 stack of Spiderlings. Your creatures' Spiderlings now also activate when their master deals damage, and the amount of damage done is now based on their highest stat instead of Health. This trait does not stack."
Nguruvilu,Exotic,Sorcery,39,17,17,17,17,107,20,Otherworld Portal,Turbulent Waters,Turbulent Waters,"After this creature Attacks, it has a 50% chance to Cast Maelstrom."
Nightmare,Exotic,Death,35,25,20,20,20,120,20,Otherworld Portal,Eternal Rest,Blanket of Eternal Rest,"At the end of each enemy's turn, they have a 10% chance to be afflicted with Sleeping. At the start of this creature's turn, it Attacks each enemy with Sleeping for 50% normal damage. This trait does not stack."
Nine Tailed Harvester,Exotic,Death,35,18,18,18,18,107,20,Otherworld Portal,Nine Tails' Knowledge,Book of Nine Tails,Your creatures' spells are 30% more potent. This trait does not stack.
Nox Sinon,Exotic,Sorcery,42,17,17,17,17,110,20,Otherworld Portal,Unleash the Horde,Nox's Staff,Your creatures can have 3 additional stacks of each minion. This trait does not affect minions that normally have a maximum of 1 stack. This trait does not stack.
Obscene Blight,Exotic,Chaos,33,18,18,13,23,105,20,Otherworld Portal,Alchemist's Fury,Corrupted Geode,"After this creature Attacks, it afflicts the target with Blind and Confused."
Ol' Nog,Exotic,Chaos,34,24,18,18,16,110,20,Otherworld Portal,Bang-A-Rang,NT4 Explosive Powder,"After an enemy takes damage from Bomb, this creature afflicts it with Burning and Poisoned. If the enemy already has these debuffs, their potency is increased by 30% instead."
One-Punch Snowman,Exotic,Chaos,35,30,15,20,10,110,20,Otherworld Portal,One-Hit Wonder,Circus Ticket,"When your creatures Attack, their additional attacks are consolidated into the original attack with 100% more damage. This trait does not stack."
Oni-Goroshi,Exotic,Death,42,17,17,17,17,110,20,Otherworld Portal,Her Embrace,Oni Fragment,This creature's Attacks deal 150% more damage and it has a 100% chance to deal critical damage. This creature skips every other turn.
Orc Bowman,Exotic,Chaos,32,28,15,15,20,110,20,Otherworld Portal,Powerful Draw,Composite Longbow,"This creature can only equip Arrow spells, but they can be from any class. This creature's single-target Arrow spells deal additional damage equal to 50% of its Attack. This creatures's Splitting Arrow and Fragmenting Arrow spells deal 100% more damage."
Orphaned Minion,Exotic,Sorcery,38,18,18,18,18,110,20,Otherworld Portal,Last Ward,Memory of Binding,"This creature takes 20% less damage. After this creature is damaged by an enemy and it survives from this damage, the enemy takes damage equal to 80% of the damage dealt. This damage counts as spell damage."
Otherworldly Visitor,Exotic,Death,35,15,25,18,15,108,20,Otherworld Portal,Love Thyself,Otherworlder's Soul,"After an enemy gains Maximum Health, this creature Casts Vitality Explosion on it. This trait does not stack."
Ouroboros,Exotic,Sorcery,35,20,25,20,20,120,20,Otherworld Portal,Infinity,Infinity Symbol,"After a creature Casts a spell, this creature has a 10% chance to Cast Continuum."
Paladin Crab,Exotic,Life,39,9,9,27,27,111,20,Otherworld Portal,Shining Armor,Crab Shield,"While your creatures have Barrier, they have 50% more Defense. This trait does not stack."
Parasitic Copycat,Exotic,Death,30,25,20,15,20,110,20,Otherworld Portal,Imprudence,Pet Copykitten,"At the end of each creature's turn, this creature stops Defending and Provoking and gains 20% Attack if it was Defending or Provoking."
Paroxys,Exotic,Chaos,33,23,23,13,13,105,20,Otherworld Portal,Confusion and Empathy,Warped Neuron,"This creature's spell potency is based on its Attack, and the damage of its attacks is based on its Intelligence."
Petrafortis,Exotic,Chaos,35,18,18,18,18,107,20,Otherworld Portal,Bulky Body,Muscular Stone,"This creature has 100% more stats (other than Health), but has a 50% chance to lose its turn."
Phenominal Possum,Exotic,Sorcery,30,15,28,15,22,110,20,Otherworld Portal,Don't Touch My Garbage,Filthy Gem,"This creature gains a copy of all different Ethereal Spell Gems other creatures recieve after start-of-battle effects. After this creature is killed, each other creature takes damage equal to 3% of the stats corresponding to its gems' classes per Ethereal Spell Gem it has. After this creature is resurrected, it is killed."
Piscacanth,Exotic,Nature,40,18,18,18,18,112,20,Otherworld Portal,Ancient Buffoonery,Electric Fossil,This creature deals 15% more damage for each creature below it on the Timeline at the start of battle.
Plains Felkat,Exotic,Nature,30,25,15,15,25,110,20,Otherworld Portal,Chase Down,Plains Whisper,"After this creature Attacks, it afflicts the target with Bleeding. When this creature or adjacent allies Attack an enemy with Bleeding, the enemy cannot dodge."
Pontiff of Luck,Exotic,Life,38,18,18,18,18,110,20,Otherworld Portal,Spin the Wheel,Broken Roulette Wheel,"Whenever it is an enemy's turn, any random effects that fail to occur are re-rolled an additional time. This trait does not stack."
Prismagician,Exotic,Sorcery,30,15,28,15,22,110,20,Otherworld Portal,Prismagic,Rainbow Prism,"This creature can equip 3 additional Spell Gems, and it can equip spells from any class. Your creatures with Arcane Cast spells with 15% more Intelligence for each different class of spell this creature has equipped. This trait does not stack."
Proto-Brachyura,Exotic,Nature,42,17,17,27,7,110,20,Otherworld Portal,Crab Trap,Buttery Bait,"After this creature is Attacked while it is Defending, it reduces the enemy's Defense and Speed by 35%."
Proxigeist,Exotic,Sorcery,39,17,17,17,17,107,20,Otherworld Portal,Projection,Wireframe Matrix,"After an adjacent ally Attacks, Casts a spell, Defends, or Provokes, this creature has a 50% chance to perform that action as well."
Puffergryph,Exotic,Chaos,40,15,15,25,15,110,20,Otherworld Portal,Puff Up,Pufferfish Spike,"After this creature is Attacked, it gains 30% Attack and Intelligence."
Rhozzgon,Exotic,Nature,42,17,17,17,17,110,20,Otherworld Portal,Wrath of Krorena,Nature's Fury,Your creatures deal 65% more damage to enemies that belong to their own class. This trait does not stack.
Ripper,Exotic,Chaos,30,28,15,15,22,110,20,Otherworld Portal,Out For Blood,Blood-soaked Knife,"At the end of each enemy's turn, this creature has a 35% chance to Cast Killstreak."
Sapphire Drake,Exotic,Life,43,17,17,17,17,111,20,Otherworld Portal,Healing Breath,Drake Teeth,"At the start of this creature's turn, it heals one of your creatures for 150% Health."
Sculpt,Exotic,Sorcery,32,20,25,20,13,110,20,Otherworld Portal,Perfect Replica,Morphing Clay,"After this creature Attacks, it transforms into a copy of the target and gains its Spell Gems."
Seiryu,Exotic,Sorcery,37,17,25,15,15,109,20,Otherworld Portal,Scaling,Constellation of Seiryu,Your Exotic creatures have 7% more Intelligence for each non-Ethereal Spell Gem they have equipped. This trait does not stack.
Singerbread Man,Exotic,Chaos,38,23,13,13,23,110,20,Otherworld Portal,Sugar and Slice,Nasty Dough,"After an enemy takes damage from Burning, this creature Attacks it for 35% normal damage. This trait does not stack."
Sir Roquefort,Exotic,Chaos,35,28,15,15,17,110,20,Otherworld Portal,Cut the Cheese,Cheese Wedge,"When a creature takes damage from an attack or spell, it takes additional damage equal to 30% of the difference between its lowest and highest stats. This trait does not stack."
Skelegoop,Exotic,Death,41,16,16,16,21,110,20,Otherworld Portal,Drake's Favor,Burial Gift,"This creature has 35% more Attack, Defense, and Speed."
Slash Shifter,Exotic,Chaos,32,25,18,18,17,110,20,Otherworld Portal,Color Shift,Sharp Scales,"At the start of battle, this craeture's class is randomized and it gains a copy of your other creatures' innate traits and Artifact traits that match that class."
Snow Lily,Exotic,Life,42,17,17,17,17,110,20,Otherworld Portal,Loyalty's Light,Pure Heart,"After a creature is killed, this creature gains Rebirth and Shelled."
Snow Stalker,Exotic,Nature,30,25,20,15,25,115,20,Otherworld Portal,Chilling Assault,Frozen Scarf,"After this creature Attacks, it has a 50% chance to cast Icicle Rain."
Solaris,Exotic,Life,35,20,25,20,20,120,20,Otherworld Portal,Unrelenting Sun,Radiant Sunstone,"At the start of this creature's turn, each enemy has a 50% chance to be afflicted with Burning and Blind."
Soulwarper,Exotic,Death,35,20,25,20,20,120,20,Otherworld Portal,Warped Soul,Bottled Disbelief,"At the start of battle, enemies' classes are changed to this creature's class."
Spectral Monarch,Exotic,Death,35,22,22,22,19,120,20,Otherworld Portal,Souls of the Damned,Insignia of the Mutant,"After this creature kills a creature, it gains its innate trait and 20% of its Attack and Defense."
Spellsword,Exotic,Sorcery,32,25,25,18,20,120,20,Otherworld Portal,Gem Blade,Silvered Steel,"After this creature gains Animated Gem, it Casts the spell in its Artifact's Spell Slot. After this creature gains Animated Weapon, it Attacks a random enemy."
Splitsoul,Exotic,Life,35,25,15,25,20,120,20,Otherworld Portal,Duality,Possessed Arms,"At the start of battle, this creature Attacks a random enemy if it is on the left-most side of your party, or Defends if it is on the right-most side of your party."
String Puller,Exotic,Sorcery,37,12,12,25,22,108,20,Otherworld Portal,Pull the Strings,Spectral String,"When this creature Attacks, one of your other creatures Attacks instead for 50% more damage. This trait does not work if any of your other creatures have it as well."
Suzaku,Exotic,Sorcery,36,16,16,21,16,105,20,Otherworld Portal,Feather Dance,Constellation of Suzaku,"After your Exotic creatures gain a buff, they gain 20% Defense. This trait does not stack."
Swarmed Hive,Exotic,Nature,35,25,15,20,15,110,20,Otherworld Portal,Swarm of Bees,Golden Honeycomb,"After this creature takes damage from an attack or spell, it continuously Attacks random enemies with a 50% chance to stop after each attack."
Syringe,Exotic,Chaos,30,25,25,15,15,110,20,Otherworld Portal,Malpractice,Kiss of Death,"After this creature is Attacked, it Casts Euthanasia on the enemy. After this creature Attacks, it has a 25% chance to kill the target."
Taco Hell,Exotic,Chaos,40,15,18,18,18,109,20,Otherworld Portal,Tacos Inflation,Beef Stick,Your creatures' consecutive attacks at the same time deal 10% more damage for each additional attack. This trait does not stack.
The Bearon,Exotic,Nature,41,21,6,21,21,110,20,Otherworld Portal,Barbearian,Honey Pot,"After all start-of-battle effects are activated, this creature Provokes. This creature has 35% more Defense."
The Dervish,Exotic,Nature,43,13,13,13,23,105,20,Otherworld Portal,Ride the Whirlwind,Eye of the Storm,This creature's damage dealt by attacks and spells is based on 200% of its lowest stat rather than its Attack or Intelligence.
The End,Exotic,Death,40,20,20,20,20,120,20,Otherworld Portal,The End of All Things,Black Hole Sun,"At the end of this creature's turn, adjacent creatures activate their end-of-turn effects. This trait does not work on creatures that also have this trait. This trait does not stack."
The First Spawn,Exotic,Nature,31,18,18,18,18,103,20,Otherworld Portal,Ancient DNA,DNA Splicer,This creature's race is always the same race as the creature that is at the top of the Timeline.
The Heap,Exotic,Death,40,25,25,25,25,140,20,Otherworld Portal,Another Man's Trash,Pile of Garbage,"This creature has 100% more base stats, but it cannot manually Attack, Cast, Defend or Provoke."
Toadstool,Exotic,Death,35,15,25,20,15,110,20,Otherworld Portal,Bad Trip,Seven-colored Mushroom,"After this creature takes damage from an attack or spell, it Casts Cyanide Gas on the enemy."
Tormented Bunny,Exotic,Chaos,35,20,20,20,15,110,20,Otherworld Portal,Going Mad,Unlucky Rabbit's Foot,"After this creature takes damage from an attack or spell, it gains a random buff. After this creature is healed, it gains a random debuff. After this creature takes damage from an attack or spell while it has at least 15 buffs and debuffs, it deals damage to enemies equal to 50% of its lowest stat (other than Health)."
